Time,BIS/EEG1_WAV
,42.95
,60.75
,73.85
,60.75
,98.6
,58.05
,113.6
,46.3
,104.4
,20.0
,71.9
,-13.3
,36.3
,-30.35
,7.8
,-34.1
,-19.55
,-30.75
,-36.1
,-13.75
,-36.7
,20.9
,-17.45
,61.8
,7.35
,87.5
,24.15
,98.8
,39.65
,99.05
,52.05
,84.55
,54.5
,51.55
,41.15
,7.7
,25.7
,-27.3
,18.4
,-46.6
,16.65
,-53.65
,21.35
,-43.1
,25.05
,-16.45
,45.5
,21.0
,52.15
,48.2
,49.65
,70.5
,39.6
,81.75
,33.85
,95.15
,23.35
,82.75
,5.05
,67.8
,-7.0
,49.7
,-9.75
,25.0
,-7.0
,-2.65
,-3.7
,-21.25
,10.75
,-19.9
,32.5
,-13.65
,57.1
,-5.45
,75.85
,16.25
,80.6
,41.9
,78.45
,44.05
,76.15
,35.8
,51.0
,158.35
,80.2
,30.95
,-14.5
,42.2
,-44.3
,34.65
,-37.65
,27.8
,-23.95
,31.15
,-9.5
,36.8
,11.65
,34.8
,38.7
,28.8
,64.55
,26.5
,80.6
,23.6
,82.75
,14.7
,75.9
,4.4
,58.75
,-1.35
,36.3
,-4.4
,11.35
,-7.6
,-7.9
,5.8
,-21.6
,15.95
,-28.45
,33.4
,-23.7
,48.95
,-11.1
,67.15
,10.05
,71.75
,29.2
,71.8
,45.95
,61.75
,57.6
,37.5
,56.1
,11.7
,51.3
,-16.7
,37.5
,-31.2
,44.05
,-24.45
,44.7
,-8.45
,52.6
,23.45
,60.3
,45.05
,52.3
,69.2
,42.9
,76.4
,26.8
,81.75
,12.1
,75.75
,-2.3
,64.55
,-3.45
,56.95
,1.15
,41.65
,9.9
,24.1
,19.65
,9.6
,34.35
,1.35
,52.2
,-7.25
,59.65
,-5.9
,67.3
,-1.2
,69.25
,9.2
,64.8
,21.85
,52.75
,36.0
,40.8
,49.25
,23.65
,51.95
,2.1
,48.85
,-9.95
,38.2
,-1.65
,21.6
,16.9
,12.0
,28.9
,18.5
,40.9
,19.85
,58.85
,10.8
,77.7
,-9.2
,77.7
,-17.0
,81.5
,-29.5
,80.9
,-45.85
,72.4
,-29.2
,44.95
,5.6
,27.75
,20.35
,53.65
,-693.75
,-1449.15
,-1340.05
,-932.85
,-729.0
,-467.35
,-348.0
,-250.1
,-171.65
,-113.5
,-103.9
,-34.9
,-63.75
,-8.35
,-31.4
,-0.25
,-16.25
,7.65
,-10.55
,11.15
,-6.3
,13.3
,-8.0
,21.2
,-15.1
,27.55
,-15.0
,22.65
,-5.3
,11.8
,2.4
,3.8
,3.4
,4.6
,5.2
,5.55
,5.7
,6.05
,6.3
,6.3
,6.4
,6.6
,6.55
,6.6
,6.75
,6.75
,6.65
,6.55
,6.7
,6.75
,6.65
,6.55
,6.65
,6.75
,6.75
,6.75
,6.8
,6.8
,6.8
,6.95
,6.85
,6.75
,6.8
,6.8
,6.75
,6.85
,6.8
,6.8
,6.95
,6.9
,6.8
,6.8
,6.7
,6.7
,6.8
,6.8
,6.85
,6.8
,6.8
,6.8
,6.8
,6.7
,6.65
,6.7
,6.75
,6.8
,6.75
,6.75
,6.8
,6.75
,6.8
,6.85
,6.85
,6.8
,6.85
,6.8
,6.8
,5.75
,9.65
,9.0
,8.6
,7.75
,11.95
,-2.5
,25.2
,-17.15
,34.7
,-18.65
,27.7
,-8.1
,18.95
,-5.95
,23.15
,-11.9
,25.1
,-6.15
,13.8
,3.1
,13.95
,-9.4
,32.55
,-21.05
,27.6
,8.4
,-16.0
,44.35
,-20.0
,-17.9
,853.85
,1384.95
,975.15
,590.6
,542.65
,282.25
,241.85
,154.25
,113.7
,76.85
,86.95
,27.05
,61.45
,24.45
,32.1
,42.85
,15.45
,35.25
,-7.8
,17.8
,-29.8
,5.6
,-56.55
,-32.7
,-70.9
,-50.2
,-33.5
,-11.75
,21.5
,34.2
,56.3
,52.55
,79.2
,58.25
,88.2
,45.95
,75.85
,27.6
,70.05
,41.65
,88.8
,57.7
,79.4
,49.0
,44.5
,17.85
,-11.05
,-33.95
,-86.2
,-94.8
,-160.35
,-151.9
,-212.95
,-195.9
,-260.5
,-247.1
,-308.25
,-282.6
,-300.95
,-260.15
,-243.3
,-209.7
,-179.45
,-169.5
,-111.35
,-74.15
,11.25
,23.3
,125.1
,119.4
,178.05
,159.15
,231.9
,265.35
,349.95
,322.65
,325.5
,320.4
,337.1
,385.8
,372.65
,369.95
,363.1
,441.35
,409.15
,451.0
,404.05
,353.1
,108.95
,18.25
,69.0
,150.85
,68.15
,-11.45
,-53.05
,-70.0
,-77.65
,-177.65
,-156.65
,-260.25
,-260.75
,-304.7
,-297.8
,-302.3
,-194.9
,-262.3
,-238.3
,-262.75
,-195.35
,-57.55
,-73.05
,-59.85
,-54.45
,-417.1
,-529.45
,35.15
,278.8
,785.9
,1386.95
,1386.45
,1369.15
,1396.75
,907.05
,832.5
,1192.75
,1210.1
,1123.7
,986.15
,873.1
,962.05
,974.6
,740.75
,690.6
,417.8
,146.1
,-10.2
,-19.8
,-47.35
,96.75
,142.6
,112.05
,34.55
,32.45
,58.4
,22.45
,-12.75
,-48.2
,-89.1
,-218.25
,-219.05
,-280.3
,-226.7
,-331.65
,-482.7
,-570.55
,-577.8
,-592.9
,-358.9
,17.4
,273.5
,428.55
,532.65
,898.5
,1006.45
,783.7
,797.3
,1270.25
,1351.75
,1390.2
,1414.7
,1407.2
,1407.05
,1421.4
,1310.6
,1308.05
,1313.65
,936.9
,61.35
,-992.8
,-1404.65
,-1331.65
,-1348.75
,-1377.65
,-1327.0
,-1379.55
,-1348.85
,-1350.75
,-1375.45
,-1333.1
,-1365.2
,-1379.95
,-1211.15
,-767.7
,4.3
,751.25
,1122.55
,1359.15
,1452.25
,1386.15
,1403.7
,1428.45
,1393.0
,1412.45
,1426.25
,1388.3
,1397.95
,1382.65
,1102.8
,785.4
,572.8
,314.6
,153.2
,-41.2
,-184.15
,-347.9
,-437.85
,-570.2
,-647.25
,-784.25
,-847.9
,-936.0
,-930.3
,-940.0
,-870.9
,-773.9
,-629.75
,-434.25
,-257.9
,-28.25
,148.25
,359.25
,491.7
,644.3
,691.4
,761.55
,739.1
,737.1
,672.05
,615.65
,541.6
,455.65
,390.5
,283.5
,228.05
,104.2
,49.85
,-83.4
,-134.9
,-262.75
,-300.2
,-390.25
,-400.25
,-437.15
,-415.55
,-389.35
,-343.2
,-266.3
,-210.1
,-97.0
,-42.2
,83.65
,118.95
,231.7
,242.95
,328.25
,314.25
,364.75
,336.15
,352.4
,318.4
,299.5
,264.2
,211.2
,174.2
,92.95
,63.35
,-34.35
,-55.85
,-151.4
,-152.0
,-225.6
,-205.7
,-250.7
,-221.6
,-237.75
,-205.7
,-187.75
,-151.05
,-91.75
,-50.5
,34.0
,57.8
,143.65
,139.45
,205.4
,176.3
,229.45
,191.05
,224.45
,186.85
,202.25
,168.3
,151.2
,115.65
,66.2
,35.0
,-35.2
,-47.35
,-119.2
,-106.8
,-166.2
,-127.8
,-169.6
,-120.65
,-143.65
,-91.6
,-95.35
,-52.85
,-37.25
,-6.8
,30.9
,46.25
,97.55
,95.95
,155.4
,134.05
,186.35
,147.5
,189.3
,141.05
,161.7
,108.5
,109.75
,64.15
,45.6
,15.2
,-17.15
,-24.7
,-65.35
,-50.65
,-97.05
,-64.15
,-104.1
,-68.85
,-104.6
,-69.95
,-90.45
,-51.0
,-51.7
,-16.6
,9.65
,29.55
,75.25
,58.4
,117.8
,74.0
,145.9
,93.3
,142.35
,91.05
,97.15
,54.15
,39.0
,-4.85
,-10.0
,-66.25
,-89.75
,-180.75
,-306.85
,-523.8
,-1152.75
,-1469.25
,-1173.85
,-1009.9
,-1343.45
,-1359.65
,-1348.05
,-1379.7
,-1314.3
,-1399.55
,-1357.75
,-601.85
,167.6
,865.5
,1435.65
,1439.55
,1352.2
,1436.0
,1404.2
,1381.1
,1442.45
,1381.15
,1412.85
,1427.7
,1370.05
,1448.4
,1390.75
,995.9
,615.5
,339.8
,89.5
,-95.7
,-288.05
,-468.65
,-627.3
,-770.65
,-1022.25
,-1088.8
,-1267.25
,-1275.75
,-1288.95
,-1244.05
,-1262.85
,-1067.35
,-969.9
,-838.6
,-673.6
,-447.0
,-169.35
,74.75
,280.5
,485.45
,731.35
,837.25
,1018.25
,1053.45
,1090.8
,1015.8
,928.2
,710.45
,539.4
,331.15
,160.2
,10.3
,-149.55
,-282.55
,-368.85
,-377.5
,-427.6
,-415.45
,-474.75
,-459.3
,-497.4
,-456.95
,-472.8
,-420.25
,-412.7
,-375.75
,-312.55
,-239.1
,-107.25
,7.25
,160.4
,228.55
,363.5
,383.2
,461.2
,444.1
,491.05
,446.75
,460.8
,396.75
,349.35
,258.25
,174.2
,100.9
,5.55
,-90.05
,-269.8
,-356.55
,-463.5
,-451.3
,-490.8
,-432.05
,-468.0
,-407.3
,-399.9
,-331.85
,-297.25
,-213.35
,-130.05
,-44.05
,45.85
,83.8
,168.25
,189.35
,267.4
,275.95
,298.45
,276.65
,226.65
,182.95
,127.35
,87.75
,54.7
,41.45
,-7.8
,-17.45
,-133.5
,-151.4
,-258.6
,-226.55
,-266.55
,-159.25
,-196.25
,-50.75
,-92.3
,0.9
,16.35
,20.9
,76.75
,122.2
,-727.0
,-1471.85
,-1261.9
,-852.25
,-672.85
,-424.75
,-318.45
,-232.95
,-150.45
,-109.9
,-90.75
,-33.45
,-57.3
,-8.5
,-25.95
,-3.95
,-10.6
,3.9
,-8.25
,9.95
,-5.65
,11.6
,-4.9
,16.8
,-9.85
,22.75
,-11.0
,20.05
,-3.7
,11.05
,2.75
,3.35
,3.45
,4.65
,5.2
,5.6
,5.85
,6.0
,6.15
,6.35
,6.5
,6.6
,6.55
,6.5
,6.5
,6.55
,6.55
,6.5
,6.4
,6.45
,6.45
,6.5
,6.5
,6.5
,6.45
,6.55
,6.65
,6.65
,6.6
,6.75
,6.75
,6.7
,6.75
,6.7
,6.75
,6.8
,6.85
,6.85
,6.7
,6.6
,6.7
,6.8
,6.85
,6.8
,6.85
,6.8
,6.8
,6.8
,6.75
,6.7
,6.7
,6.7
,6.7
,6.8
,6.9
,6.85
,6.75
,6.75
,6.75
,6.75
,6.8
,6.75
,6.75
,6.9
,6.9
,6.95
,7.0
,5.7
,10.25
,8.15
,4.35
,12.25
,1.7
,7.35
,14.6
,-9.75
,29.1
,-14.3
,21.15
,2.25
,5.65
,7.3
,14.05
,-7.85
,23.25
,-8.7
,6.05
,11.55
,-2.1
,6.1
,20.7
,-13.55
,19.85
,23.9
,-50.35
,97.0
,-82.5
,27.7
,892.05
,852.6
,-18.9
,8.5
,80.55
,-45.7
,52.1
,32.1
,-33.25
,87.6
,-35.4
,20.75
,73.6
,-82.65
,117.55
,-0.6
,-891.4
,-1383.45
,-1455.95
,-1141.55
,-221.85
,130.45
,-57.6
,63.3
,28.15
,25.15
,34.8
,72.6
,10.0
,71.5
,-1.3
,105.6
,-214.45
,-361.95
,-271.65
,-321.8
,-345.15
,-341.9
,-348.75
,-424.1
,-354.05
,-450.0
,-391.55
,-443.8
,-431.35
,-453.5
,-436.15
,-479.85
,-462.4
,-480.65
,-484.1
,-446.6
,-505.0
,-446.15
,-513.15
,-431.05
,-490.6
,-392.75
,-435.9
,-335.25
,-362.5
,-290.7
,-289.4
,-240.8
,-182.0
,-144.95
,-45.7
,-26.0
,107.9
,116.0
,288.1
,258.55
,448.55
,404.45
,603.55
,560.95
,731.05
,698.5
,817.95
,779.8
,847.85
,819.2
,820.55
,582.85
,155.25
,-39.0
,15.55
,16.55
,-46.6
,43.6
,-49.15
,16.4
,-9.2
,-2.75
,-9.65
,77.2
,-260.05
,-376.95
,-290.2
,-321.95
,-276.75
,-252.45
,-178.85
,-183.65
,-59.75
,-96.4
,31.75
,4.95
,112.95
,97.4
,187.55
,168.8
,227.2
,229.45
,251.0
,287.5
,272.65
,312.0
,280.65
,334.6
,298.9
,361.0
,315.8
,378.6
,347.25
,397.65
,385.05
,430.5
,439.7
,475.45
,539.65
,531.1
,650.95
,603.8
,732.0
,713.05
,816.45
,804.35
,945.2
,845.95
,1060.95
,773.7
,198.9
,-63.25
,105.65
,-13.1
,35.4
,29.65
,13.95
,12.85
,20.4
,6.95
,6.2
,29.3
,-19.25
,41.95
,-23.2
,32.75
,-16.05
,28.45
,-12.85
,29.25
,-9.8
,20.75
,12.25
,7.8
,36.3
,-1.65
,51.85
,0.95
,62.85
,1.35
,68.15
,-1.4
,75.05
,9.25
,74.3
,18.55
,61.55
,25.25
,43.65
,35.25
,28.2
,49.3
,12.5
,54.45
,-5.0
,57.1
,-8.35
,67.6
,-3.2
,62.5
,-6.75
,47.1
,3.0
,42.35
,25.45
,39.1
,46.6
,24.15
,51.7
,2.25
,55.8
,-5.05
,65.1
,-8.6
,59.95
,-11.15
,52.9
,-9.0
,36.05
,2.4
,29.9
,22.45
,17.6
,33.25
,-1.1
,38.8
,-16.75
,46.25
,-21.65
,49.4
,-23.35
,46.0
,-20.25
,39.3
,-10.95
,24.45
,-2.55
,11.6
,16.0
,3.0
,31.35
,-6.1
,41.35
,-9.35
,57.15
,-5.45
,71.4
,0.5
,70.4
,13.3
,58.6
,28.35
,53.15
,41.2
,40.55
,50.9
,20.6
,65.7
,2.1
,74.1
,3.65
,64.8
,13.6
,54.6
,-115.5
,-14.25
,13.95
,42.2
,6.2
,33.85
,18.95
,11.1
,38.05
,-10.5
,47.5
,-12.3
,49.8
,-14.95
,50.8
,-19.45
,47.5
,-18.25
,35.05
,-9.3
,21.25
,9.7
,10.7
,24.25
,-6.95
,33.65
,-17.0
,53.65
,-6.35
,71.0
,-6.15
,63.65
,-7.0
,56.75
,7.75
,51.8
,21.45
,39.25
,31.9
,17.05
,37.55
,-3.2
,45.4
,-12.75
,49.65
,-23.25
,48.65
,-22.65
,48.3
,-12.4
,45.4
,4.25
,39.9
,23.9
,32.3
,43.8
,24.25
,62.55
,17.4
,75.25
,10.55
,78.8
,4.15
,73.55
,3.0
,63.75
,5.9
,50.25
,13.6
,28.7
,17.05
,6.5
,25.3
,-10.0
,36.3
,-18.6
,44.0
,-26.05
,46.65
,-23.75
,47.1
,-14.15
,44.15
,-1.8
,33.25
,12.0
,20.85
,27.8
,10.9
,45.65
,-0.7
,52.65
,-11.7
,56.05
,-15.7
,59.05
,-10.7
,54.6
,-1.05
,47.3
,11.75
,36.15
,27.85
,23.65
,45.5
,9.3
,59.3
,-2.3
,65.35
,-7.0
,64.45
,-7.35
,61.75
,-6.8
,57.0
,1.35
,44.35
,17.7
,27.75
,33.15
,18.2
,43.45
,15.15
,56.05
,-2.75
,75.25
,-19.1
,76.6
,105.45
,129.3
,-12.65
,47.4
,14.35
,23.0
,22.6
,16.35
,27.9
,4.9
,39.15
,-11.45
,53.75
,-19.75
,56.8
,-18.2
,53.2
,-9.4
,49.55
,1.0
,41.2
,9.95
,27.7
,24.45
,13.1
,37.0
,2.65
,49.85
,-6.0
,57.65
,-9.3
,63.2
,-7.1
,62.1
,1.4
,54.1
,12.95
,42.4
,25.65
,27.95
,40.4
,14.4
,53.3
,4.25
,62.25
,-1.45
,72.05
,0.75
,72.3
,4.45
,65.25
,11.2
,52.75
,20.55
,35.85
,30.8
,19.55
,42.1
,1.8
,49.15
,-8.45
,56.35
,-15.05
,56.75
,-15.7
,51.75
,-10.55
,44.8
,1.35
,34.4
,15.6
,19.45
,29.75
,8.5
,42.95
,-4.4
,53.95
,-12.05
,57.9
,-12.1
,58.85
,-11.15
,52.15
,-4.45
,40.1
,7.25
,26.7
,20.15
,13.2
,35.25
,1.25
,48.4
,-6.9
,58.9
,-9.2
,63.8
,-7.05
,61.5
,4.25
,56.8
,11.15
,48.65
,23.55
,31.65
,53.0
,-2.7
,84.35
,-24.65
,89.75
,-20.2
,76.55
,-9.9
,76.45
,-18.25
,80.25
,-11.4
,55.8
,19.55
,24.4
,26.45
,33.95
,0.5
,41.65
,26.2
,-33.15
,123.3
,-117.35
,105.15
,997.9
,946.75
,72.5
,-12.05
,73.95
,-20.45
,29.75
,38.1
,-11.35
,48.7
,3.35
,19.7
,26.05
,14.1
,15.9
,33.45
,-1.0
,40.8
,-1.9
,39.35
,-2.0
,41.75
,-3.45
,39.15
,6.05
,24.9
,20.9
,13.8
,26.1
,15.65
,22.4
,21.75
,18.7
,19.5
,19.4
,19.5
,19.4
,19.2
,19.5
,19.55
,19.1
,19.1
,19.45
,19.1
,19.35
,19.3
,18.75
,18.7
,18.85
,19.15
,19.3
,19.15
,19.1
,19.45
,19.2
,19.3
,20.2
,19.75
,18.85
,19.45
,19.5
,18.9
,19.35
,19.4
,19.1
,19.85
,20.2
,19.45
,19.5
,19.75
,19.2
,18.85
,19.25
,19.15
,19.2
,19.5
,19.35
,18.7
,19.0
,19.3
,18.85
,19.1
,19.35
,18.85
,18.8
,19.25
,19.25
,19.4
,19.4
,19.3
,19.35
,19.45
,19.35
,19.1
,18.85
,19.1
,19.45
,20.35
,16.05
,15.65
,17.3
,13.0
,21.5
,17.35
,17.0
,25.5
,10.55
,27.25
,15.05
,20.75
,17.45
,24.9
,7.95
,34.95
,5.0
,24.6
,26.1
,2.6
,35.15
,13.95
,8.55
,40.5
,-0.35
,15.1
,51.25
,-39.8
,78.4
,14.3
,-834.55
,-1469.05
,-1370.15
,-932.05
,-287.35
,99.95
,-3.35
,3.55
,66.2
,-45.15
,35.2
,14.8
,37.2
,-1.0
,77.3
,-26.15
,107.65
,-7.3
,103.2
,17.1
,99.45
,20.3
,100.25
,24.3
,93.35
,48.75
,71.15
,74.55
,55.05
,88.8
,46.9
,103.7
,39.0
,100.6
,28.7
,87.35
,23.85
,67.15
,21.45
,42.9
,29.3
,25.5
,38.95
,10.55
,49.55
,-1.65
,56.85
,-10.15
,60.75
,-9.45
,59.2
,-5.1
,54.95
,4.85
,43.35
,16.65
,31.15
,31.2
,17.15
,43.2
,2.6
,51.6
,-8.95
,54.9
,-14.6
,55.9
,-15.15
,49.55
,-10.55
,40.3
,1.2
,29.55
,14.45
,16.9
,30.1
,5.6
,45.65
,-2.25
,56.0
,-8.85
,61.55
,-8.5
,62.3
,-4.1
,58.3
,5.2
,46.35
,17.25
,34.7
,30.4
,20.55
,44.35
,7.75
,55.2
,0.0
,64.25
,-5.1
,66.6
,-8.45
,63.55
,-2.4
,54.95
,8.5
,40.45
,15.9
,26.0
,23.35
,5.15
,37.3
,-13.8
,49.2
,-19.75
,48.15
,-12.0
,42.45
,-7.8
,45.35
,-9.0
,41.95
,8.95
,16.95
,39.85
,-2.05
,37.7
,22.25
,-58.35
,-181.35
,-23.25
,-132.9
,-36.35
,-24.3
,43.8
,-36.35
,38.35
,-26.7
,24.9
,0.55
,20.35
,28.55
,-2.0
,66.9
,20.35
,43.8
,-8.25
,65.7
,-20.55
,62.75
,-13.1
,42.5
,-7.75
,33.95
,-2.35
,25.65
,8.3
,13.25
,23.85
,3.3
,39.1
,-2.55
,52.0
,-5.4
,56.8
,-2.95
,57.9
,-2.35
,70.75
,2.05
,35.9
,25.15
,20.05
,30.7
,9.6
,44.1
,-6.2
,58.15
,-21.65
,65.3
,-23.95
,58.65
,-15.4
,46.85
,1.1
,134.45
,106.75
,92.25
,51.6
,38.6
,40.75
,14.65
,59.05
,4.8
,72.65
,-1.6
,75.3
,-3.6
,69.95
,-3.5
,58.15
,2.1
,44.75
,17.95
,29.85
,33.35
,12.3
,46.5
,-0.45
,57.9
,-8.65
,69.0
,-6.75
,76.3
,-0.3
,71.95
,6.05
,58.8
,15.4
,42.1
,27.3
,23.85
,39.7
,6.05
,50.35
,-8.25
,59.0
,-13.75
,65.1
,-14.95
,62.1
,-11.2
,52.8
,-4.85
,37.5
,10.15
,21.3
,27.85
,6.3
,42.8
,-3.95
,52.15
,-12.25
,61.75
,-19.45
,62.55
,-22.0
,57.2
,-11.15
,43.25
,0.65
,31.95
,7.25
,16.85
,18.95
,-6.8
,47.25
,-28.85
,64.55
,91.35
,129.65
,-31.05
,63.2
,-4.1
,50.05
,2.45
,46.15
,9.45
,36.85
,24.0
,17.4
,49.4
,3.1
,62.9
,2.0
,68.0
,-4.3
,68.9
,-5.7
,66.05
,-2.85
,56.7
,3.35
,36.85
,9.7
,17.8
,18.55
,-1.2
,29.3
,-19.3
,36.75
,-31.3
,44.65
,-29.35
,51.45
,-17.05
,55.35
,-3.1
,51.85
,14.7
,40.5
,32.15
,29.95
,48.45
,14.6
,55.05
,-3.8
,56.1
,-16.5
,54.05
,-22.95
,48.8
,-19.35
,39.55
,-7.25
,31.85
,5.8
,19.85
,25.65
,4.95
,42.6
,-3.75
,57.45
,-11.05
,64.95
,-15.5
,65.75
,-16.3
,59.15
,-8.9
,47.6
,2.35
,33.2
,17.6
,19.5
,34.45
,4.05
,49.35
,-4.75
,62.4
,-9.1
,69.7
,-9.35
,69.3
,-2.3
,68.55
,13.45
,58.95
,27.0
,43.15
,37.9
,20.0
,47.95
,3.6
,56.4
,-12.65
,54.8
,-22.7
,52.0
,-20.45
,41.55
,-8.75
,20.5
,16.6
,-10.75
,46.45
,-25.35
,59.15
,-21.55
,61.15
,-17.5
,70.8
,-31.5
,92.2
,-40.6
,89.9
,-27.1
,69.65
,-12.7
,64.0
,-17.45
,63.05
,-0.75
,20.7
,61.2
,-46.1
,92.5
,835.35
,1434.7
,1388.75
,1164.15
,808.9
,551.35
,428.25
,290.5
,211.55
,156.75
,125.9
,66.75
,103.85
,5.65
,82.55
,-6.15
,56.15
,-3.0
,42.25
,-3.4
,42.6
,-4.25
,48.35
,1.35
,50.25
,10.15
,43.85
,23.25
,29.0
,39.35
,14.3
,52.5
,6.3
,55.65
,6.2
,51.25
,6.65
,39.8
,9.1
,27.1
,13.6
,12.9
,19.5
,0.1
,25.95
,-8.9
,30.3
,-15.05
,35.1
,-13.65
,36.45
,-9.65
,34.25
,-0.45
,30.75
,10.15
,23.25
,20.35
,11.45
,26.1
,0.15
,34.3
,-3.85
,42.0
,-6.6
,40.7
,-14.7
,26.55
,-21.95
,12.9
,-18.65
,6.8
,-1.55
,10.5
,23.65
,14.6
,43.45
,15.85
,58.2
,16.2
,62.9
,9.85
,56.4
,6.55
,48.9
,7.7
,36.55
,10.2
,24.05
,16.5
,9.6
,21.8
,-1.65
,28.5
,-10.3
,32.0
,-15.6
,36.3
,-15.3
,29.75
,-5.8
,19.55
,7.95
,16.75
,14.1
,19.25
,22.85
,9.15
,43.55
,-10.5
,54.4
,-13.7
,40.5
,-2.05
,31.75
,-10.8
,46.8
,-28.0
,40.75
,0.45
,-2.5
,43.2
,-8.75
,17.35
,59.65
,-26.05
,62.45
,107.1
,-834.75
,1793.75
,-1352.55
,-1226.3
,-979.35
,-600.15
,-467.35
,-346.1
,-197.75
,-186.5
,-109.55
,-68.1
,-72.85
,-26.15
,-25.55
,-25.65
